Time,Open,High,Low,Latest,Change,%Change,Volume
"2024-12-20 08:25",20939.25,20997.5,20935.25,20982,49.25,+0.24%,405
"2024-12-20 08:20",20952,20955.5,20925,20932.75,-16.75,-0.08%,201
"2024-12-20 08:15",20947.75,20952.25,20924.5,20949.5,-1.,0.00%,132
"2024-12-20 08:10",20952,20952.75,20935,20950.5,7.25,+0.03%,150
"2024-12-20 08:05",20939.25,20965.75,20934.5,20943.25,3.25,+0.02%,284
"2024-12-20 08:00",20958.5,20958.5,20916.25,20940,-16.5,-0.08%,191
"2024-12-20 07:55",20947,20972.75,20942.25,20956.5,9,+0.04%,247
"2024-12-20 07:50",20952,20959,20933.25,20947.5,-6.,-0.03%,250
"2024-12-20 07:45",20941.5,20964.75,20922,20953.5,14,+0.07%,318
"2024-12-20 07:40",20902.5,20944.5,20897.5,20939.5,36.5,+0.17%,470
"2024-12-20 07:35",20932.75,20955.25,20900.5,20903,-26.25,-0.13%,746
"2024-12-20 07:30",20850,20963,20835,20929.25,79.25,+0.38%,1030
"2024-12-20 07:25",20826,20850,20826,20850,26.25,+0.13%,136
"2024-12-20 07:20",20822.75,20828.25,20808.75,20823.75,1,0.00%,104
"2024-12-20 07:15",20824.5,20827.25,20811,20822.75,-2.5,-0.01%,122
"2024-12-20 07:10",20837.25,20850.25,20825.25,20825.25,-13.25,-0.06%,134
"2024-12-20 07:05",20846.25,20846.75,20825.5,20838.5,-10.75,-0.05%,155
"2024-12-20 07:00",20836,20851,20830,20849.25,11,+0.05%,259
"2024-12-20 06:55",20815.5,20841.75,20815.5,20838.25,19,+0.09%,191
"2024-12-20 06:50",20813,20819.75,20803.75,20819.25,8.5,+0.04%,141
"2024-12-20 06:45",20821,20830,20803.75,20810.75,-11.25,-0.05%,273
"2024-12-20 06:40",20790.75,20822,20789.25,20822,32.25,+0.16%,243
"2024-12-20 06:35",20776.5,20796.5,20774,20789.75,13.75,+0.07%,197
"2024-12-20 06:30",20764.25,20787.75,20753.5,20776,8.5,+0.04%,231
"2024-12-20 06:25",20748,20769.75,20746.75,20767.5,18,+0.09%,206
"2024-12-20 06:20",20764.25,20773.25,20745.75,20749.5,-16.5,-0.08%,191
"2024-12-20 06:15",20782,20792.25,20761.25,20766,-15.75,-0.08%,307
"2024-12-20 06:10",20793.25,20798,20772.75,20781.75,-12.5,-0.06%,201
"2024-12-20 06:05",20809.5,20822.25,20791,20794.25,-18.,-0.09%,243
"2024-12-20 06:00",20831.5,20838.75,20802.75,20812.25,-17.75,-0.09%,188
"2024-12-20 05:55",20819.25,20837,20819.25,20830,10,+0.05%,81
"2024-12-20 05:50",20823,20826,20812,20820,-7.75,-0.04%,106
"2024-12-20 05:45",20828.75,20832,20815.5,20827.75,-1.75,-0.01%,130
"2024-12-20 05:40",20839.5,20840,20829.5,20829.5,-12.25,-0.06%,56
"2024-12-20 05:35",20841,20841.75,20828,20841.75,-2.5,-0.01%,116
"2024-12-20 05:30",20844.75,20850,20843.25,20844.25,-2.5,-0.01%,50
"2024-12-20 05:25",20835.5,20847.25,20834.25,20846.75,11.75,+0.06%,114
"2024-12-20 05:20",20844.75,20850.75,20830.25,20835,-11.5,-0.06%,100
"2024-12-20 05:15",20844,20852.5,20843.75,20846.5,-3.,-0.01%,26
"2024-12-20 05:10",20843,20864.25,20831.25,20849.5,7.25,+0.03%,122
"2024-12-20 05:05",20823,20842.5,20821.75,20842.25,17.25,+0.08%,90
"2024-12-20 05:00",20838.75,20847.5,20825,20825,-15.5,-0.07%,117
"2024-12-20 04:55",20861.25,20862,20838.75,20840.5,-18.5,-0.09%,52
"2024-12-20 04:50",20844.75,20859.5,20843,20859,12,+0.06%,57
"2024-12-20 04:45",20852.25,20855.25,20836.75,20847,-4.,-0.02%,87
"2024-12-20 04:40",20856.5,20864.5,20851,20851,-6.,-0.03%,94
"2024-12-20 04:35",20864.25,20867.25,20845.75,20857,-7.25,-0.03%,46
"2024-12-20 04:30",20856.75,20871.5,20856.75,20864.25,8.25,+0.04%,62
"2024-12-20 04:25",20853.25,20868,20853.25,20856,4.5,+0.02%,71
"2024-12-20 04:20",20837.75,20853,20829.75,20851.5,13.25,+0.06%,138
"2024-12-20 04:15",20845.5,20854.25,20836.5,20838.25,-7.5,-0.04%,108
"2024-12-20 04:10",20874,20874.75,20841.75,20845.75,-23.25,-0.11%,113
"2024-12-20 04:05",20876,20884.5,20864.25,20869,-5.,-0.02%,58
"2024-12-20 04:00",20859.75,20883,20859,20874,13,+0.06%,112
"2024-12-20 03:55",20856.25,20871.5,20855.25,20861,-2.25,-0.01%,112
"2024-12-20 03:50",20846.5,20865.5,20842.5,20863.25,16.5,+0.08%,162
"2024-12-20 03:45",20857.25,20865,20843.5,20846.75,-10.75,-0.05%,196
"2024-12-20 03:40",20869.5,20873.25,20854.75,20857.5,-6.75,-0.03%,113
"2024-12-20 03:35",20887.5,20889,20863.5,20864.25,-22.25,-0.11%,88
"2024-12-20 03:30",20874,20894.5,20871.75,20886.5,10.5,+0.05%,104
"2024-12-20 03:25",20879.75,20883.5,20869.25,20876,-0.5,0.00%,93
"2024-12-20 03:20",20895.75,20901,20873.5,20876.5,-21.5,-0.10%,95
"2024-12-20 03:15",20889.75,20899,20877.5,20898,12.25,+0.06%,69
"2024-12-20 03:10",20886,20903,20880,20885.75,4,+0.02%,107
"2024-12-20 03:05",20896.5,20901.5,20863.5,20881.75,-18.5,-0.09%,275
"2024-12-20 03:00",20922.25,20922.75,20896.25,20900.25,-20.25,-0.10%,106
"2024-12-20 02:55",20930.5,20938.75,20913.25,20920.5,-11.5,-0.05%,68
"2024-12-20 02:50",20920.5,20934,20919,20932,14.5,+0.07%,118
"2024-12-20 02:45",20900,20917.75,20899.25,20917.5,15,+0.07%,90
"2024-12-20 02:40",20895.25,20913,20886.75,20902.5,16,+0.08%,182
"2024-12-20 02:35",20939.25,20939.25,20884.25,20886.5,-56.25,-0.27%,273
"2024-12-20 02:30",20950.75,20951.25,20928.25,20942.75,-7.5,-0.04%,162
"2024-12-20 02:25",20963.5,20969,20947,20950.25,-11.75,-0.06%,102
"2024-12-20 02:20",20959.75,20978,20958.25,20962,5.25,+0.03%,117
"2024-12-20 02:15",20989.25,20989.25,20955,20956.75,-35.5,-0.17%,150
"2024-12-20 02:10",21004.5,21007.25,20983.75,20992.25,-15.25,-0.07%,60
"2024-12-20 02:05",21017,21017,20994.75,21007.5,-9.,-0.04%,44
"2024-12-20 02:00",21008.25,21018.25,21008.25,21016.5,-0.75,0.00%,27
"2024-12-20 01:55",21011,21018.25,21004.5,21017.25,12,+0.06%,58
"2024-12-20 01:50",21008.75,21013.5,20998,21005.25,-8.75,-0.04%,100
"2024-12-20 01:45",21025,21034.75,21014,21014,-16.,-0.08%,69
"2024-12-20 01:40",21014.25,21031.75,21010.5,21030,18.75,+0.09%,69
