Alert ID,Ticker,Name,Description,Time,Webhook status
5248204919,"CME_MINI:MNQ1!, 1m","Normie Excursion 4 (15, 5, 30, 10, 13, 250, 2, 30): Any alert() function call","{""strategy_name"": """", ""symbol"": ""MNQ1!"", ""date"": ""2026-07-28T20:02:00-0500"", ""data"": ""flat"", ""quantity"": 1, ""risk_percentage"": 0, ""price"": ""0.00"", ""stp_limit_stp_price"": 0, ""dollar_tp"": 0, ""percentage_tp"": 0, ""tp"": 0, ""dollar_sl"": 0, ""percentage_sl"": 0, ""sl"": 0, ""trail"": 0, ""trail_stop"": 0, ""trail_trigger"": 0, ""trail_freq"": 0, ""update_tp"": false, ""update_sl"": false, ""breakeven"": 0, ""breakeven_offset"": 0, ""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""pyramid"": true, ""same_direction_ignore"": false, ""reverse_order_close"": true, ""full_closed"": true, ""multiple_accounts"": [{""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_1"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_2"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_3"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_4"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_5"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_6"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}]}",2026-07-29T01:02:00Z,Webhook successfully delivered
5248204919,"CME_MINI:MNQ1!, 1m","Normie Excursion 4 (15, 5, 30, 10, 13, 250, 2, 30): Any alert() function call","{""strategy_name"": """", ""symbol"": ""MNQ1!"", ""date"": ""2026-07-28T20:01:15-0500"", ""data"": ""short"", ""quantity"": 9, ""risk_percentage"": 0, ""price"": ""28019.25"", ""stp_limit_stp_price"": 0, ""tp"": 28006.25, ""percentage_tp"": 0, ""dollar_tp"": 0, ""sl"": 28032.25, ""percentage_sl"": 0, ""dollar_sl"": 0, ""trail"": 0, ""trail_stop"": 0, ""trail_trigger"": 0, ""trail_freq"": 0, ""update_tp"": false, ""update_sl"": false, ""breakeven"": 0, ""breakeven_offset"": 0, ""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""pyramid"": true, ""same_direction_ignore"": false, ""reverse_order_close"": true, ""order_type"": ""LMT"", ""multiple_accounts"": [{""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_1"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_2"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_3"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_4"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_5"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_6"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}]}",2026-07-29T01:01:15Z,Webhook successfully delivered
5248204919,"CME_MINI:MNQ1!, 1m","Normie Excursion 4 (15, 5, 30, 10, 13, 250, 2, 30): Any alert() function call","{""strategy_name"": """", ""symbol"": ""MNQ1!"", ""date"": ""2026-07-28T19:55:00-0500"", ""data"": ""flat"", ""quantity"": 1, ""risk_percentage"": 0, ""price"": ""0.00"", ""stp_limit_stp_price"": 0, ""dollar_tp"": 0, ""percentage_tp"": 0, ""tp"": 0, ""dollar_sl"": 0, ""percentage_sl"": 0, ""sl"": 0, ""trail"": 0, ""trail_stop"": 0, ""trail_trigger"": 0, ""trail_freq"": 0, ""update_tp"": false, ""update_sl"": false, ""breakeven"": 0, ""breakeven_offset"": 0, ""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""pyramid"": true, ""same_direction_ignore"": false, ""reverse_order_close"": true, ""full_closed"": true, ""multiple_accounts"": [{""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_1"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_2"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_3"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_4"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_5"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_6"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}]}",2026-07-29T00:54:59Z,Webhook successfully delivered
5248204919,"CME_MINI:MNQ1!, 1m","Normie Excursion 4 (15, 5, 30, 10, 13, 250, 2, 30): Any alert() function call","{""strategy_name"": """", ""symbol"": ""MNQ1!"", ""date"": ""2026-07-28T19:53:15-0500"", ""data"": ""flat"", ""quantity"": 1, ""risk_percentage"": 0, ""price"": ""0.00"", ""stp_limit_stp_price"": 0, ""dollar_tp"": 0, ""percentage_tp"": 0, ""tp"": 0, ""dollar_sl"": 0, ""percentage_sl"": 0, ""sl"": 0, ""trail"": 0, ""trail_stop"": 0, ""trail_trigger"": 0, ""trail_freq"": 0, ""update_tp"": false, ""update_sl"": false, ""breakeven"": 0, ""breakeven_offset"": 0, ""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""pyramid"": true, ""same_direction_ignore"": false, ""reverse_order_close"": true, ""full_closed"": true, ""multiple_accounts"": [{""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_1"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_2"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_3"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_4"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_5"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_6"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}]}",2026-07-29T00:53:15Z,Webhook successfully delivered
5248204919,"CME_MINI:MNQ1!, 1m","Normie Excursion 4 (15, 5, 30, 10, 13, 250, 2, 30): Any alert() function call","{""strategy_name"": """", ""symbol"": ""MNQ1!"", ""date"": ""2026-07-28T19:52:45-0500"", ""data"": ""short"", ""quantity"": 9, ""risk_percentage"": 0, ""price"": ""28054.50"", ""stp_limit_stp_price"": 0, ""tp"": 28041.50, ""percentage_tp"": 0, ""dollar_tp"": 0, ""sl"": 28067.50, ""percentage_sl"": 0, ""dollar_sl"": 0, ""trail"": 0, ""trail_stop"": 0, ""trail_trigger"": 0, ""trail_freq"": 0, ""update_tp"": false, ""update_sl"": false, ""breakeven"": 0, ""breakeven_offset"": 0, ""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""pyramid"": true, ""same_direction_ignore"": false, ""reverse_order_close"": true, ""order_type"": ""LMT"", ""multiple_accounts"": [{""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_1"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_2"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_3"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_4"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_5"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_6"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}]}",2026-07-29T00:52:43Z,Webhook successfully delivered
5248204919,"CME_MINI:MNQ1!, 1m","Normie Excursion 4 (15, 5, 30, 10, 13, 250, 2, 30): Any alert() function call","{""strategy_name"": """", ""symbol"": ""MNQ1!"", ""date"": ""2026-07-28T19:52:30-0500"", ""data"": ""flat"", ""quantity"": 1, ""risk_percentage"": 0, ""price"": ""0.00"", ""stp_limit_stp_price"": 0, ""dollar_tp"": 0, ""percentage_tp"": 0, ""tp"": 0, ""dollar_sl"": 0, ""percentage_sl"": 0, ""sl"": 0, ""trail"": 0, ""trail_stop"": 0, ""trail_trigger"": 0, ""trail_freq"": 0, ""update_tp"": false, ""update_sl"": false, ""breakeven"": 0, ""breakeven_offset"": 0, ""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""pyramid"": true, ""same_direction_ignore"": false, ""reverse_order_close"": true, ""full_closed"": true, ""multiple_accounts"": [{""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_1"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_2"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_3"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_4"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_5"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_6"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}]}",2026-07-29T00:52:29Z,Webhook successfully delivered
5248204919,"CME_MINI:MNQ1!, 1m","Normie Excursion 4 (15, 5, 30, 10, 13, 250, 2, 30): Any alert() function call","{""strategy_name"": """", ""symbol"": ""MNQ1!"", ""date"": ""2026-07-28T19:48:45-0500"", ""data"": ""flat"", ""quantity"": 1, ""risk_percentage"": 0, ""price"": ""0.00"", ""stp_limit_stp_price"": 0, ""dollar_tp"": 0, ""percentage_tp"": 0, ""tp"": 0, ""dollar_sl"": 0, ""percentage_sl"": 0, ""sl"": 0, ""trail"": 0, ""trail_stop"": 0, ""trail_trigger"": 0, ""trail_freq"": 0, ""update_tp"": false, ""update_sl"": false, ""breakeven"": 0, ""breakeven_offset"": 0, ""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""pyramid"": true, ""same_direction_ignore"": false, ""reverse_order_close"": true, ""full_closed"": true, ""multiple_accounts"": [{""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_1"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_2"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_3"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_4"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_5"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_6"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}]}",2026-07-29T00:48:44Z,Webhook successfully delivered
5248204919,"CME_MINI:MNQ1!, 1m","Normie Excursion 4 (15, 5, 30, 10, 13, 250, 2, 30): Any alert() function call","{""strategy_name"": """", ""symbol"": ""MNQ1!"", ""date"": ""2026-07-28T19:41:00-0500"", ""data"": ""flat"", ""quantity"": 1, ""risk_percentage"": 0, ""price"": ""0.00"", ""stp_limit_stp_price"": 0, ""dollar_tp"": 0, ""percentage_tp"": 0, ""tp"": 0, ""dollar_sl"": 0, ""percentage_sl"": 0, ""sl"": 0, ""trail"": 0, ""trail_stop"": 0, ""trail_trigger"": 0, ""trail_freq"": 0, ""update_tp"": false, ""update_sl"": false, ""breakeven"": 0, ""breakeven_offset"": 0, ""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""pyramid"": true, ""same_direction_ignore"": false, ""reverse_order_close"": true, ""full_closed"": true, ""multiple_accounts"": [{""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_1"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_2"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_3"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_4"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_5"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_6"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}]}",2026-07-29T00:41:00Z,Webhook successfully delivered
5248204919,"CME_MINI:MNQ1!, 1m","Normie Excursion 4 (15, 5, 30, 10, 13, 250, 2, 30): Any alert() function call","{""strategy_name"": """", ""symbol"": ""MNQ1!"", ""date"": ""2026-07-28T19:40:45-0500"", ""data"": ""long"", ""quantity"": 9, ""risk_percentage"": 0, ""price"": ""28052.25"", ""stp_limit_stp_price"": 0, ""tp"": 28065.25, ""percentage_tp"": 0, ""dollar_tp"": 0, ""sl"": 28039.25, ""percentage_sl"": 0, ""dollar_sl"": 0, ""trail"": 0, ""trail_stop"": 0, ""trail_trigger"": 0, ""trail_freq"": 0, ""update_tp"": false, ""update_sl"": false, ""breakeven"": 0, ""breakeven_offset"": 0, ""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""pyramid"": true, ""same_direction_ignore"": false, ""reverse_order_close"": true, ""order_type"": ""LMT"", ""multiple_accounts"": [{""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_1"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_2"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_3"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_4"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_5"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_6"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}]}",2026-07-29T00:40:44Z,Webhook successfully delivered
5248204919,"CME_MINI:MNQ1!, 1m","Normie Excursion 4 (15, 5, 30, 10, 13, 250, 2, 30): Any alert() function call","{""strategy_name"": """", ""symbol"": ""MNQ1!"", ""date"": ""2026-07-28T19:37:22-0500"", ""data"": ""flat"", ""quantity"": 1, ""risk_percentage"": 0, ""price"": ""0.00"", ""stp_limit_stp_price"": 0, ""dollar_tp"": 0, ""percentage_tp"": 0, ""tp"": 0, ""dollar_sl"": 0, ""percentage_sl"": 0, ""sl"": 0, ""trail"": 0, ""trail_stop"": 0, ""trail_trigger"": 0, ""trail_freq"": 0, ""update_tp"": false, ""update_sl"": false, ""breakeven"": 0, ""breakeven_offset"": 0, ""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""pyramid"": true, ""same_direction_ignore"": false, ""reverse_order_close"": true, ""full_closed"": true, ""multiple_accounts"": [{""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_1"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_2"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_3"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_4"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_5"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}, {""token"": ""YOUR_PICKMYTRADE_TOKEN_HERE"", ""account_id"": ""YOUR_ACCOUNT_ID_6"", ""risk_percentage"": 0, ""quantity_multiplier"": 1}]}",2026-07-29T00:37:21Z,Webhook successfully delivered
